/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_30_865.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_30_865.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_30_865.jpg, 0, 0, 0, 7.819402E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_30_966.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_30_966.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_30_966.jpg, 0, 0, 0, 7.773794E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_31_098.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_31_098.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_31_098.jpg, 0, 0, 0, 7.874239E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_31_253.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_31_253.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_31_253.jpg, 0, 0, 0, 7.789608E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_31_366.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_31_366.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_31_366.jpg, 0, 0, 0, 7.868448E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_31_484.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_31_484.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_31_484.jpg, 0, 0, 0, 7.833059E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_31_619.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_31_619.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_31_619.jpg, 0, 0, 0, 7.802046E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_31_755.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_31_755.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_31_755.jpg, 0, 0, 0, 7.809618E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_31_862.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_31_862.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_31_862.jpg, 0, 0, 0, 7.816135E-05
/home/aman-py/Desktop/Self-Driving-Car/data/IMG/center_2018_10_17_16_36_31_964.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/left_2018_10_17_16_36_31_964.jpg, /home/aman-py/Desktop/Self-Driving-Car/data/IMG/right_2018_10_17_16_36_31_964.jpg, 0, 0, 0, 7.94308E-05
